,Dominant_Topic,Perc_Contribution,Topic_Keywords,Title,ID,Teacher_id
2032,8,0.4334,"base, use, method, propose, system, result, paper, approach, feature, show",A reordering model for Vietnamese-English statistical machine translation using dependency information.,2366,141
2033,8,0.4441,"base, use, method, propose, system, result, paper, approach, feature, show",The English-Vietnamese machine translation system for IWSLT 2015.,2367,141
2034,8,0.4021,"base, use, method, propose, system, result, paper, approach, feature, show",Parameter Learning for Statistical Machine Translation Using CMA-ES.,2368,141
2035,8,0.5477,"base, use, method, propose, system, result, paper, approach, feature, show",Vietnamese Text Accent Restoration with Statistical Machine Translation.,2369,141
2036,8,0.5479,"base, use, method, propose, system, result, paper, approach, feature, show",Improving Statistical Machine Translation with Processing Shallow Parsing.,2370,141
2037,8,0.5357,"base, use, method, propose, system, result, paper, approach, feature, show",Shallow Syntactic Preprocessing for Statistical Machine Translation.,2371,141
2038,8,0.4187,"base, use, method, propose, system, result, paper, approach, feature, show",Improving a Lexicalized Hierarchical Reordering Model Using Maximum Entropy.,2372,141
2039,8,0.4665,"base, use, method, propose, system, result, paper, approach, feature, show",A Tree-to-String Phrase-based Model for Statistical Machine Translation.,2373,141
2040,8,0.4324,"base, use, method, propose, system, result, paper, approach, feature, show",Reordering pPhrase-based machine translation over chunks.,2374,141
2041,8,0.421,"base, use, method, propose, system, result, paper, approach, feature, show",A Syntactic Transformation Model for Statistical Machine Translation.,2375,141
2042,8,0.3589,"base, use, method, propose, system, result, paper, approach, feature, show",THANOS: The Aspect Classification Model for Imbalanced Vietnamese E-commerce Review Data.,2376,142
2043,8,0.3163,"base, use, method, propose, system, result, paper, approach, feature, show",Aspect-Based Sentiment Analysis Using Mini-Window Locating Attention for Vietnamese E-commerce Reviews.,2377,142
2044,8,0.2969,"base, use, method, propose, system, result, paper, approach, feature, show",Identifying Micro-influencers on Social Media using User Graph Construction Approach.,2378,142
2045,8,0.4375,"base, use, method, propose, system, result, paper, approach, feature, show",A Hybrid Multi-answer Summarization Model for the Biomedical Question-Answering System.,2379,142
2046,8,0.356,"base, use, method, propose, system, result, paper, approach, feature, show",Attention-Based Deep Learning Model for Aspect Classification on Vietnamese E-commerce Data.,2380,142
2047,8,0.3182,"base, use, method, propose, system, result, paper, approach, feature, show",A Method for Building a Labeled Named Entity Recognition Corpus Using Ontologies.,2381,142
2048,8,0.311,"base, use, method, propose, system, result, paper, approach, feature, show",Exploring a Probabilistic Earley Parser for Event Composition in Biomedical Texts.,2382,142
2049,8,0.5014,"base, use, method, propose, system, result, paper, approach, feature, show",Co-reference Resolution in Vietnamese Documents Based on Support Vector Machines.,2383,142
2050,8,0.4925,"base, use, method, propose, system, result, paper, approach, feature, show",Method for Improving Quality of Adversarial Examples.,2384,143
2051,8,0.3601,"base, use, method, propose, system, result, paper, approach, feature, show","A survey on adverse drug reaction studies: data, tasks and machine learning methods.",2385,143
2052,8,0.2575,"base, use, method, propose, system, result, paper, approach, feature, show",Boosting prior knowledge in streaming variational Bayes.,2386,143
2053,14,0.2486,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",Improved Automated CASH Optimization with Tree Parzen Estimators for Class Imbalance Problems.,2387,143
2054,8,0.3656,"base, use, method, propose, system, result, paper, approach, feature, show",An Efficient Approach for SIMO Systems using Adaptive Fuzzy Hierarchical Sliding Mode Control.,2388,143
2055,8,0.419,"base, use, method, propose, system, result, paper, approach, feature, show",Adaptive Dynamic Programming based Control Scheme for Uncertain Two-Wheel Robots.,2389,143
2056,8,0.4387,"base, use, method, propose, system, result, paper, approach, feature, show",Adaptive Fuzzy Backstepping Control for Ballbot Segway.,2390,143
2057,8,0.356,"base, use, method, propose, system, result, paper, approach, feature, show",Automated Test Data Generation for Typescript Web Applications.,2391,143
2058,8,0.3743,"base, use, method, propose, system, result, paper, approach, feature, show",An Autoencoder-based Method for Targeted Attack on Deep Neural Network Models.,2392,143
2059,8,0.3068,"base, use, method, propose, system, result, paper, approach, feature, show",Efficient AutoML via Combinational Sampling.,2393,143
2060,8,0.3817,"base, use, method, propose, system, result, paper, approach, feature, show",Cartoon Explanations of Image Classifiers.,2394,143
2061,8,0.2715,"base, use, method, propose, system, result, paper, approach, feature, show",A Rate-Distortion Framework for Explaining Black-box Model Decisions.,2395,143
2062,8,0.2843,"base, use, method, propose, system, result, paper, approach, feature, show",CentSmoothie: Central-Smoothing Hypergraph Neural Networks for Predicting Drug-Drug Interactions.,2396,143
2063,8,0.2948,"base, use, method, propose, system, result, paper, approach, feature, show",Neural Poisson Factorization.,2397,143
2064,8,0.2979,"base, use, method, propose, system, result, paper, approach, feature, show",Coastal Wetland Classification with Deep U-Net Convolutional Networks and Sentinel-2 Imagery: A Case Study at the Tien Yen Estuary of Vietnam.,2398,143
2065,8,0.4371,"base, use, method, propose, system, result, paper, approach, feature, show",Exploring Dimensionality Reduction Techniques for Efficient Surrogate-Assisted optimization.,2399,143
2066,8,0.455,"base, use, method, propose, system, result, paper, approach, feature, show",Improvements of Directed Automated Random Testing in Test Data Generation for C++ Projects.,2400,143
2067,8,0.3539,"base, use, method, propose, system, result, paper, approach, feature, show",Measuring Ground Subsidence in Ha Noi Through the Radar Interferometry Technique Using TerraSAR-X and Cosmos SkyMed Data.,2401,143
2068,8,0.4225,"base, use, method, propose, system, result, paper, approach, feature, show",Hyperparameter Optimisation for Improving Classification under Class Imbalance.,2402,143
2069,8,0.4297,"base, use, method, propose, system, result, paper, approach, feature, show",Highly Accurate Step Counting at Various Walking States Using Low-Cost Inertial Measurement Unit Support Indoor Positioning System.,2403,143
2070,8,0.2755,"base, use, method, propose, system, result, paper, approach, feature, show",Behavior-based video recommendation using adaptive neuro-fuzzy system on social TV.,2404,143
2071,15,0.2837,"network, time, design, propose, high, control, low, dynamic, work, agent",Keeping Priors in Streaming Bayesian Learning.,2405,143
2072,8,0.4731,"base, use, method, propose, system, result, paper, approach, feature, show",A Test Data Generation Method for C/C++ Projects.,2406,143
2073,15,0.349,"network, time, design, propose, high, control, low, dynamic, work, agent",Dividing Agents on the Grid for Large Scale Simulation.,2407,150
2074,8,0.2742,"base, use, method, propose, system, result, paper, approach, feature, show",Solving the N-Body Problem with the ALiCE Grid System.,2408,150
2075,8,0.497,"base, use, method, propose, system, result, paper, approach, feature, show",Enhancing Performance of Lexical Entailment Recognition for Vietnamese based on Exploiting Lexical Structure Features.,2409,154
2076,8,0.4233,"base, use, method, propose, system, result, paper, approach, feature, show",Iterative Multilingual Neural Machine Translation for Less-Common and Zero-Resource Language Pairs.,2410,154
2077,8,0.4361,"base, use, method, propose, system, result, paper, approach, feature, show",Enhancing the Quality of Phrase-Table in Statistical Machine Translation for Less-Common and Low-Resource Languages.,2411,154
2078,8,0.2808,"base, use, method, propose, system, result, paper, approach, feature, show",Verifying Java Object Invariants at Runtime.,2412,157
2079,8,0.2581,"base, use, method, propose, system, result, paper, approach, feature, show",Web Search Clustering and Labeling with Hidden Topics.,2413,157
2080,8,0.3147,"base, use, method, propose, system, result, paper, approach, feature, show",Transformer-Based Approaches for Legal Text Processing.,2414,160
2081,8,0.3064,"base, use, method, propose, system, result, paper, approach, feature, show",Vietnamese Legal Question Answering with combined features and deep learning.,2415,160
2082,8,0.2431,"base, use, method, propose, system, result, paper, approach, feature, show",ParaLaw Nets - Cross-lingual Sentence-level Pretraining for Legal Text Processing.,2416,160
2083,8,0.2866,"base, use, method, propose, system, result, paper, approach, feature, show",JNLP Team: Deep Learning Approaches for Legal Processing Tasks in COLIEE 2021.,2417,160
2084,8,0.3686,"base, use, method, propose, system, result, paper, approach, feature, show",Keyphrase generation for Vietnamese administrative documents: a collaborative approach.,2418,160
2085,8,0.2735,"base, use, method, propose, system, result, paper, approach, feature, show",Learning to Transform Vietnamese Natural Language Queries into SQL Commands.,2419,160
2086,8,0.3134,"base, use, method, propose, system, result, paper, approach, feature, show",Identifying User Intents in Vietnamese Spoken Language Commands and Its Application in Smart Mobile Voice Interaction.,2420,160
2087,8,0.3494,"base, use, method, propose, system, result, paper, approach, feature, show",Optimizing GLCNMO version 2 method to detect Vietnam's urban expansion.,2421,165
2088,8,0.3438,"base, use, method, propose, system, result, paper, approach, feature, show",Improving Graph Convolutional Networks with Transformer Layer in social-based items recommendation.,2422,165
2089,8,0.3626,"base, use, method, propose, system, result, paper, approach, feature, show",Exploring Efficiency of GAN-based Generated URLs for Phishing URL Detection.,2423,165
2090,8,0.2837,"base, use, method, propose, system, result, paper, approach, feature, show",Reducing Blocking Artifacts in CNN-Based Image Steganography by Additional Loss Functions.,2424,165
2091,8,0.3341,"base, use, method, propose, system, result, paper, approach, feature, show",Vision Memory for Target Object Navigation Using Deep Reinforcement Learning: An Empirical Study.,2425,166
2092,13,0.3974,"system, user, service, iot, resource, architecture, application, internet, item, represent",ECHONET Lite-based IoT Platform for Smart Homes.,2426,169
2093,15,0.2695,"network, time, design, propose, high, control, low, dynamic, work, agent",Adaptive Smart Lighting Control based on Genetic Algorithm.,2427,169
2094,8,0.3679,"base, use, method, propose, system, result, paper, approach, feature, show",Generate Test Data from C/C++ Source Code using Weighted CFG and Boundary Values,2430,173
2095,8,0.4328,"base, use, method, propose, system, result, paper, approach, feature, show",Improving Diversity and Quality of Adversarial Examples in Adversarial Transformation Network,2431,173
2096,8,0.4982,"base, use, method, propose, system, result, paper, approach, feature, show",Method for Improving Quality of Adversarial Examples,2432,173
2097,8,0.3955,"base, use, method, propose, system, result, paper, approach, feature, show",An Autoencoder-based Method for Targeted Attack on Deep Neural Network Models,2433,173
2098,13,0.2782,"system, user, service, iot, resource, architecture, application, internet, item, represent",A novel framework to classify malware in mips architecture-based iot devices,2434,174
2099,8,0.324,"base, use, method, propose, system, result, paper, approach, feature, show",IoT Malware Classification Based on System Calls,2435,174
2100,8,0.3568,"base, use, method, propose, system, result, paper, approach, feature, show",Efficient Incremental Instance-based Learning Algorithms for Open World Malware Classification,2436,174
2101,8,0.3881,"base, use, method, propose, system, result, paper, approach, feature, show","A new genus of the family Portunidae (Crustacea: Decapoda: Brachyura) and the identity of Portunus (Cycloachelous) yoronensis Sakai, 1974",2439,182
2102,8,0.3399,"base, use, method, propose, system, result, paper, approach, feature, show","Liocarcinus corrugatus (Pennant, 1777)(Crustacea: Brachyura: Portunidae): a cosmopolitan brachyuran species?",2440,182
2103,8,0.3994,"base, use, method, propose, system, result, paper, approach, feature, show","Monomia calla, a new species of swimming crab (Decapoda, Portunidae) from Madagascar and the Philippines.",2442,182
2104,8,0.3724,"base, use, method, propose, system, result, paper, approach, feature, show","Species Composition and Distributional Characteristics of Freshwater Decapod Crustaceans (Crustacea: Decapoda) and Molluscs (Mollusca) in Xuan Son National Park, Phu Tho Province",2443,182
2105,8,0.3599,"base, use, method, propose, system, result, paper, approach, feature, show","The land snail genus Rhiostoma Benson, 1860 from Vietnam (Gastropoda: Caenogastropoda: Cyclophoridae), with description of a new species",2444,182
2106,8,0.3699,"base, use, method, propose, system, result, paper, approach, feature, show",Variability Fault Localization: A Benchmark,2445,185
2107,8,0.3723,"base, use, method, propose, system, result, paper, approach, feature, show",Ranking Warnings of Static Analysis Tools Using Representation Learning,2446,185
2108,8,0.35,"base, use, method, propose, system, result, paper, approach, feature, show",A Variability Fault Localization Approach for Software Product Lines,2447,185
2109,8,0.4661,"base, use, method, propose, system, result, paper, approach, feature, show",On Rectifying the Mapping between Articles and Institutions in Bibliometric Databases,2448,185
2110,15,0.3653,"network, time, design, propose, high, control, low, dynamic, work, agent",AES Datapath Optimization Strategies for Low-Power Low-Energy Multisecurity-Level Internet-of-Things Applications,2449,193
2111,15,0.4555,"network, time, design, propose, high, control, low, dynamic, work, agent",Ultra low-power and low-energy 32-bit datapath AES architecture for IoT applications,2450,193
2112,8,0.2735,"base, use, method, propose, system, result, paper, approach, feature, show",Hardware implementation for entropy coding and byte stream packing engine in H. 264/AVC,2451,193
2113,8,0.433,"base, use, method, propose, system, result, paper, approach, feature, show",A Novel Hardware Architecture for Human Detection using HOG-SVM Co-Optimization,2452,193
2114,15,0.3922,"network, time, design, propose, high, control, low, dynamic, work, agent",High-performance adaption of ARM processors into Network-on-Chip architectures,2453,193
2115,15,0.4267,"network, time, design, propose, high, control, low, dynamic, work, agent",An Efficient Hardware Implementation of Artificial Neural Network based on Stochastic Computing,2454,193
2116,15,0.3847,"network, time, design, propose, high, control, low, dynamic, work, agent",H. 264/AVC hardware encoders and low-power features,2455,193
2117,8,0.3144,"base, use, method, propose, system, result, paper, approach, feature, show",A hardware architecture for intra prediction in H. 264/AVC encoder,2456,193
2118,15,0.3352,"network, time, design, propose, high, control, low, dynamic, work, agent",Efficient Binary Arithmetic Encoder for HEVC with multiple bypass bin processing,2457,193
2119,15,0.5225,"network, time, design, propose, high, control, low, dynamic, work, agent",An Efficient Hardware Implementation of Residual Data Binarization in HEVC CABAC Encoder,2458,193
2120,15,0.3133,"network, time, design, propose, high, control, low, dynamic, work, agent",AXI-NoC: High-Performance Adaptation Unit for ARM Processors in Network-on-Chip Architectures,2459,193
2121,8,0.2565,"base, use, method, propose, system, result, paper, approach, feature, show",Reducing temporal redundancy in MJPEG using Zipfian estimation techniques,2460,193
2122,13,0.2237,"system, user, service, iot, resource, architecture, application, internet, item, represent",A Lightweight AEAD encryption core to secure IoT applications,2461,193
2123,15,0.3804,"network, time, design, propose, high, control, low, dynamic, work, agent",An Efficient Event-driven Neuromorphic Architecture for Deep Spiking Neural Networks,2462,193
2124,8,0.3902,"base, use, method, propose, system, result, paper, approach, feature, show",Accurate and low complex cell histogram generation by bypass the gradient of pixel computation,2463,193
2125,15,0.429,"network, time, design, propose, high, control, low, dynamic, work, agent",An Overview of H. 264 Hardware Encoder Architectures Including Low-Power Features,2464,193
2126,8,0.3248,"base, use, method, propose, system, result, paper, approach, feature, show",Reducing Bitrate and Increasing the Quality of Inter Frame by Avoiding Quantization Errors in Stationary Blocks,2465,193
2127,13,0.2688,"system, user, service, iot, resource, architecture, application, internet, item, represent",An innovative lightweight cryptography system for Internet-of-Things ULP applications,2466,193
2128,15,0.301,"network, time, design, propose, high, control, low, dynamic, work, agent",Low Cost Inter-prediction Architecture in H. 264/AVC Encoders with an Efficient Data Reuse Strategy,2467,193
2129,8,0.3668,"base, use, method, propose, system, result, paper, approach, feature, show",Author profiling for English emails,2469,194
2130,8,0.5112,"base, use, method, propose, system, result, paper, approach, feature, show",Omnidirectional locomotion for quadruped robots,2470,194
2131,8,0.3264,"base, use, method, propose, system, result, paper, approach, feature, show",A review of unmet needs in obesity management,2471,194
2132,8,0.4595,"base, use, method, propose, system, result, paper, approach, feature, show",JAIST: Combining multiple features for answer selection in community question answering,2472,194
2133,8,0.4322,"base, use, method, propose, system, result, paper, approach, feature, show",A new approach for scientific citation classification using cue phrases,2473,194
2134,8,0.3398,"base, use, method, propose, system, result, paper, approach, feature, show",RDRPOSTagger: A ripple down rules-based part-of-speech tagger,2474,194
2135,8,0.4076,"base, use, method, propose, system, result, paper, approach, feature, show",Tat: an author profiling tool with application to arabic emails,2475,194
2136,8,0.4304,"base, use, method, propose, system, result, paper, approach, feature, show",A robust transformation-based learning approach using ripple down rules for part-of-speech tagging,2476,194
2137,8,0.4441,"base, use, method, propose, system, result, paper, approach, feature, show",Document processor and associated method,2477,194
2138,8,0.4431,"base, use, method, propose, system, result, paper, approach, feature, show",Author profiling for Vietnamese blogs,2479,194
2139,8,0.4412,"base, use, method, propose, system, result, paper, approach, feature, show",A hybrid approach to vietnamese word segmentation using part of speech tags,2480,194
2140,8,0.3985,"base, use, method, propose, system, result, paper, approach, feature, show",Sentiment analysis for Vietnamese,2481,194
2141,8,0.4225,"base, use, method, propose, system, result, paper, approach, feature, show",From treebank conversion to automatic dependency parsing for Vietnamese,2482,194
2142,8,0.4262,"base, use, method, propose, system, result, paper, approach, feature, show",Bioactive compounds in anti-diabetic plants: From herbal medicine to modern drug discovery,2483,194
2143,8,0.4616,"base, use, method, propose, system, result, paper, approach, feature, show",Sentiment classification on polarity reviews: an empirical study using rating-based features,2484,194
2144,8,0.3273,"base, use, method, propose, system, result, paper, approach, feature, show",A vietnamese question answering system,2485,194
2145,8,0.219,"base, use, method, propose, system, result, paper, approach, feature, show",Email document parsing method and apparatus,2486,194
2146,8,0.219,"base, use, method, propose, system, result, paper, approach, feature, show",Email document parsing method and apparatus,2487,194
2147,8,0.219,"base, use, method, propose, system, result, paper, approach, feature, show",Email document parsing method and apparatus,2488,194
2148,8,0.4232,"base, use, method, propose, system, result, paper, approach, feature, show",Constructing a Bayesian belief network to generate learning path in adaptive hypermedia system.,2489,195
2149,8,0.2862,"base, use, method, propose, system, result, paper, approach, feature, show",Collaborative learning model for cyberattack detection systems in iot industry 4.0,2490,195
2150,8,0.2317,"base, use, method, propose, system, result, paper, approach, feature, show",On domain driven design using annotation-based domain specific language,2491,195
2151,8,0.2097,"base, use, method, propose, system, result, paper, approach, feature, show",Analyzing RBAC security policy of implementation using AST,2492,195
2152,8,0.2689,"base, use, method, propose, system, result, paper, approach, feature, show",Developing adaptive hypermedia system based on learning design level B with rules for adaptive learning activities,2493,195
2153,8,0.268,"base, use, method, propose, system, result, paper, approach, feature, show",Domain-driven design using meta-attributes: a DSL-based approach,2494,195
2154,15,0.269,"network, time, design, propose, high, control, low, dynamic, work, agent",Domain-driven design patterns: A metadata-based approach,2496,195
2155,8,0.354,"base, use, method, propose, system, result, paper, approach, feature, show",A Method for Automated Test Data Generation from Sequence Diagrams and Object Constraint Language,2497,195
2156,8,0.2813,"base, use, method, propose, system, result, paper, approach, feature, show",Checking interface interaction protocols using aspect-oriented programming,2498,195
2157,8,0.4098,"base, use, method, propose, system, result, paper, approach, feature, show",On optimization of minimized assumption generation method for component-based software verification,2500,195
2158,8,0.4045,"base, use, method, propose, system, result, paper, approach, feature, show",An improvement of minimized assumption generation method for component-based software verification,2501,195
2159,8,0.3094,"base, use, method, propose, system, result, paper, approach, feature, show",Checking protocol-conformance in component models using Aspect oriented programming,2502,195
2160,8,0.2034,"base, use, method, propose, system, result, paper, approach, feature, show",Generative software module development: A domain-driven design perspective,2503,195
2161,8,0.3286,"base, use, method, propose, system, result, paper, approach, feature, show",A method for automated unit testing of C programs,2504,195
2162,8,0.3619,"base, use, method, propose, system, result, paper, approach, feature, show",Assume-guarantee tools for component-based software verification,2505,195
2163,8,0.2901,"base, use, method, propose, system, result, paper, approach, feature, show",Coordinated consensus analysis of multi-agent systems using Event-B,2506,195
2164,8,0.2152,"base, use, method, propose, system, result, paper, approach, feature, show",Generative software module development for domain-driven design with annotation-based domain specific language,2507,195
2165,8,0.3991,"base, use, method, propose, system, result, paper, approach, feature, show","Preliminary Result of 3D City Modelling For Hanoi, Vietnam",2508,195
2166,8,0.3772,"base, use, method, propose, system, result, paper, approach, feature, show",A semi–supervised tensor regression model for siRNA efficacy prediction,2509,197
2167,8,0.4368,"base, use, method, propose, system, result, paper, approach, feature, show",A novel framework to improve sirna efficacy prediction,2510,197
2168,8,0.3959,"base, use, method, propose, system, result, paper, approach, feature, show",A new FPGA implementation of four-switch three-phase inverter,2511,197
2169,8,0.4196,"base, use, method, propose, system, result, paper, approach, feature, show",A Descriptive method for generating siRNA design rules,2512,197
2170,8,0.4661,"base, use, method, propose, system, result, paper, approach, feature, show",On Rectifying the Mapping between Articles and Institutions in Bibliometric Databases,2513,197
2171,8,0.6226,"base, use, method, propose, system, result, paper, approach, feature, show",Genomedics: Whole exome analysis system for clinical studies,2514,197
2172,8,0.3486,"base, use, method, propose, system, result, paper, approach, feature, show",MVRM: A Hybrid Approach to Predict siRNA Efficacy,2515,197
2173,8,0.2742,"base, use, method, propose, system, result, paper, approach, feature, show",An approach for the verification of UML models using B,2516,198
2174,8,0.2097,"base, use, method, propose, system, result, paper, approach, feature, show",Analyzing RBAC security policy of implementation using AST,2517,198
2175,8,0.3461,"base, use, method, propose, system, result, paper, approach, feature, show",Modeling and verifying ws-cdl using event-b,2518,198
2176,8,0.2914,"base, use, method, propose, system, result, paper, approach, feature, show",A fast algorithm to compute heap memory bounds of Java Card applets,2519,198
2177,8,0.2859,"base, use, method, propose, system, result, paper, approach, feature, show",Verification of behavioural elements of UML models using B,2520,198
2178,8,0.2634,"base, use, method, propose, system, result, paper, approach, feature, show",Verification of uml model elements using b,2522,198
2179,15,0.3409,"network, time, design, propose, high, control, low, dynamic, work, agent",An approach to modeling and estimating power consumption of mobile applications,2523,198
2180,8,0.3333,"base, use, method, propose, system, result, paper, approach, feature, show",Modeling and verifying imprecise requirements of systems using Event-B,2524,198
2181,8,0.2901,"base, use, method, propose, system, result, paper, approach, feature, show",Coordinated consensus analysis of multi-agent systems using Event-B,2525,198
2182,8,0.3718,"base, use, method, propose, system, result, paper, approach, feature, show",Utilisation de B pour la vérification de spécifications UML et le développement formel orienté objet,2526,198
2183,8,0.307,"base, use, method, propose, system, result, paper, approach, feature, show",Checking the compliance of timing constraints in software applications,2527,198
2184,8,0.2148,"base, use, method, propose, system, result, paper, approach, feature, show",Using b to verify the weaving of aspects,2528,198
2185,8,0.3643,"base, use, method, propose, system, result, paper, approach, feature, show",Validation of UML static diagrams using B,2529,198
2186,8,0.3071,"base, use, method, propose, system, result, paper, approach, feature, show",Verifying eventuality properties of imprecise system requirements using Event-B,2530,198
2187,8,0.2151,"base, use, method, propose, system, result, paper, approach, feature, show",Formal modeling and verification of context-aware systems using event-b,2531,198
2188,8,0.2057,"base, use, method, propose, system, result, paper, approach, feature, show",Consistency between UCM and PSMs in component models,2532,198
2189,8,0.2991,"base, use, method, propose, system, result, paper, approach, feature, show",Formal Analysis of Database Trigger Systems Using Event-B,2533,198
2190,8,0.215,"base, use, method, propose, system, result, paper, approach, feature, show",Modeling and verifying DML triggers using Event-B,2534,198
2191,8,0.3454,"base, use, method, propose, system, result, paper, approach, feature, show",Validation of UML scenarios using the B Prover,2535,198
2192,8,0.2722,"base, use, method, propose, system, result, paper, approach, feature, show","Carbon storage of a tropical mangrove forest in Mui Ca Mau National Park, Vietnam",2536,204
2193,8,0.4343,"base, use, method, propose, system, result, paper, approach, feature, show","A cross-system analysis of sedimentary organic carbon in the mangrove ecosystems of Xuan Thuy National Park, Vietnam",2537,204
2194,8,0.2781,"base, use, method, propose, system, result, paper, approach, feature, show","Carbon storage in a restored mangrove forest in Can Gio Mangrove Forest Park, Mekong Delta, Vietnam",2538,204
2195,8,0.3411,"base, use, method, propose, system, result, paper, approach, feature, show",Food sources of macro-invertebrates in an important mangrove ecosystem of Vietnam determined by dual stable isotope signatures,2539,204
2196,15,0.2562,"network, time, design, propose, high, control, low, dynamic, work, agent","The application of δ13C and C/N ratios as indicators of organic carbon sources and paleoenvironmental change of the mangrove ecosystem from Ba Lat Estuary, Red River, Vietnam",2540,204
2197,8,0.3602,"base, use, method, propose, system, result, paper, approach, feature, show","Historical Profiles of Trace Element Concentrations in Mangrove Sediments from the Ba Lat Estuary, Red River, Vietnam",2541,204
2198,8,0.2889,"base, use, method, propose, system, result, paper, approach, feature, show","An indicator-based approach to quantifying the adaptive capacity of urban households: the case of Da Nang city, Central Vietnam",2542,204
2199,8,0.2474,"base, use, method, propose, system, result, paper, approach, feature, show","Assessment of Vietnam Coastal Wetland Vulnerability for Sustainable Use (Case Study in Xuanthuy Ramsar Site, Vietnam)",2543,204
2200,15,0.2359,"network, time, design, propose, high, control, low, dynamic, work, agent","Sources and Exchange of Particulate Organic Matter in an Estuarine Mangrove Ecosystem of Xuan Thuy National Park, Vietnam",2544,204
2201,8,0.3436,"base, use, method, propose, system, result, paper, approach, feature, show",Detection of potentially novel paramyxovirus and coronavirus viral RNA in bats and rats in the Mekong Delta region of southern Viet Nam,2545,204
2202,8,0.2256,"base, use, method, propose, system, result, paper, approach, feature, show",Will restored mangrove forests enhance sediment organic carbon and ecosystem carbon storage?,2546,204
2203,8,0.3724,"base, use, method, propose, system, result, paper, approach, feature, show",Nonlinear thermomechanical buckling and post-buckling response of porous FGM plates using Reddy's HSDT,2548,206
2204,8,0.3058,"base, use, method, propose, system, result, paper, approach, feature, show",Thermal and mechanical stability of functionally graded carbon nanotubes (FG CNT)-reinforced composite truncated conical shells surrounded by the elastic foundations,2549,206
2205,8,0.2986,"base, use, method, propose, system, result, paper, approach, feature, show",Nonlinear analysis of stability for functionally graded plates under mechanical and thermal loads,2550,206
2206,8,0.3361,"base, use, method, propose, system, result, paper, approach, feature, show",Nonlinear dynamic response and vibration of sandwich composite plates with negative Poisson’s ratio in auxetic honeycombs,2551,206
2207,8,0.2989,"base, use, method, propose, system, result, paper, approach, feature, show",Mechanical and thermal postbuckling of higher order shear deformable functionally graded plates on elastic foundations,2552,206
2208,8,0.2683,"base, use, method, propose, system, result, paper, approach, feature, show",Nonlinear thermal dynamic analysis of eccentrically stiffened S-FGM circular cylindrical shells surrounded on elastic foundations using the Reddy's third-order shear …,2553,206
2209,8,0.3373,"base, use, method, propose, system, result, paper, approach, feature, show",Analysis of bi-directional functionally graded plates by FEM and a new third-order shear deformation plate theory,2554,206
2210,8,0.3007,"base, use, method, propose, system, result, paper, approach, feature, show",Dynamic response and vibration of composite double curved shallow shells with negative Poisson's ratio in auxetic honeycombs core layer on elastic foundations subjected to …,2555,206
2211,8,0.2956,"base, use, method, propose, system, result, paper, approach, feature, show",New approach to investigate nonlinear dynamic response and vibration of imperfect functionally graded carbon nanotube reinforced composite double curved shallow shells …,2556,206
2212,8,0.3655,"base, use, method, propose, system, result, paper, approach, feature, show",Static response and free vibration of functionally graded carbon nanotube-reinforced composite rectangular plates resting on Winkler–Pasternak elastic foundations,2557,206
2213,8,0.3771,"base, use, method, propose, system, result, paper, approach, feature, show",Nonlinear thermo-electro-mechanical dynamic response of shear deformable piezoelectric sigmoid functionally graded sandwich circular cylindrical shells on elastic foundations,2558,206
2214,8,0.3581,"base, use, method, propose, system, result, paper, approach, feature, show",Nonlinear dynamic response of imperfect eccentrically stiffened FGM double curved shallow shells on elastic foundation,2559,206
2215,15,0.2782,"network, time, design, propose, high, control, low, dynamic, work, agent",Hybrid phase field simulation of dynamic crack propagation in functionally graded glass-filled epoxy,2560,206
2216,8,0.2904,"base, use, method, propose, system, result, paper, approach, feature, show",Nonlinear dynamic analysis and vibration of shear deformable piezoelectric FGM double curved shallow shells under damping-thermo-electro-mechanical loads,2561,206
2217,15,0.253,"network, time, design, propose, high, control, low, dynamic, work, agent",Nonlinear dynamic response and vibration of functionally graded carbon nanotube-reinforced composite (FG-CNTRC) shear deformable plates with temperature-dependent material …,2562,206
2218,8,0.3478,"base, use, method, propose, system, result, paper, approach, feature, show",New approach to study nonlinear dynamic response and vibration of sandwich composite cylindrical panels with auxetic honeycomb core layer,2563,206
2219,8,0.2402,"base, use, method, propose, system, result, paper, approach, feature, show",Nonlinear response of shear deformable FGM curved panels resting on elastic foundations and subjected to mechanical and thermal loading conditions,2564,206
2220,8,0.3272,"base, use, method, propose, system, result, paper, approach, feature, show",New approach to investigate nonlinear dynamic response of sandwich auxetic double curves shallow shells using TSDT,2565,206
2221,8,0.3057,"base, use, method, propose, system, result, paper, approach, feature, show",Nonlinear response of pressure-loaded functionally graded cylindrical panels with temperature effects,2566,206
2222,8,0.3936,"base, use, method, propose, system, result, paper, approach, feature, show",Reconstruction of Low Degree B-spline Surfaces with Arbitrary Topology Using Inverse Subdivision Scheme,2567,217
2223,8,0.3458,"base, use, method, propose, system, result, paper, approach, feature, show",B-spline surface reconstruction by inverse subdivisions,2568,217
2224,8,0.3549,"base, use, method, propose, system, result, paper, approach, feature, show",Reconstructing low degree triangular parametric surfaces based on inverse Loop subdivision,2569,217
2225,8,0.2927,"base, use, method, propose, system, result, paper, approach, feature, show",Handwriting Recognition Using B-Spline Curve,2570,217
