,id,title,abstract,teacher_id,Cluster_ID,Keyword
2113,2455,H. 264/AVC hardware encoders and low-power features,"Because of significant bit rate reduction in comparison to the previous video compression standards, the H.264/AVC has been successfully used in a wide range of applications. In hardware design for H.264/AVC video encoders, power reduction is currently a tremendous challenge. This paper presents a survey of different H.264/AVC hardware encoders focusing on power features and power reduction techniques to be applied. A new H.264/AVC hardware encoder, named VENGME, is proposed. This low power encoder is a four-stage architecture with memory access reduction, in which, each module has been optimized. The actual total power consumption, estimated at RTL level, is 19.1mW.",193,10,based using model vietnamese data search optimization algorithm system mobile problem routing recognition learning approach 
2114,2456,A hardware architecture for intra prediction in H. 264/AVC encoder,"MPEG-4 AVC, so called H. 264/AVC, is the latest video compression standard focusing on  network transport and storage of digital multimedia. In H. 264 system, the intra prediction  module is one of the most essential parts and it is different from the previous video  compression standards. With the new prediction techniques, intra prediction in H. 264  improves the bit rate but it also increases the memory bandwidth and the computational  complexity with many prediction modes. In this work, the intra prediction procedure is fully ...",193,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
2115,2457,Efficient Binary Arithmetic Encoder for HEVC with multiple bypass bin processing,"The increasing amount of digital video with supreme quality requires more efficient compression. As the complexity of video coding algorithm is rising, there are more demands for hardware accelerators and customized hardware. Context-based Adaptive Binary Arithmetic Coding (CABAC) is the only entropy coding method adopted in the latest video compression standard, High Efficiency Video Coding (HEVC). Binary Arithmetic Encoder (BAE) is an essential component in CABAC, where the compression process happens. Because of the high data dependency and sequential coding characteristic, it is challenging to parallelize BAE. In this work, we proposed a low-cost and high-throughput hardware architecture for one core of BAE in HEVC. Our 4-stage pipelined BAE architecture is capable of processing one regular bin and up to 4 bypass bins per clock cycle with 30% reduction in terms of area when compared …",193,11,based using model data vietnamese search optimization problem mobile routing recognition system algorithm approach multiple 
2116,2458,An Efficient Hardware Implementation of Residual Data Binarization in HEVC CABAC Encoder,"HEVC-standardized encoders employ the CABAC (context-based adaptive binary arithmetic coding) to achieve high compression ratios and video quality that supports modern real-time high-quality video services. Binarizer is one of three main blocks in a CABAC architecture, where binary symbols (bins) are generated to feed the binary arithmetic encoder (BAE). The residual video data occupied an average of 75% of the CABAC’s work-load, thus its performance will significantly contribute to the overall performance of whole CABAC design. This paper proposes an efficient hardware implementation of a binarizer for CABAC that focuses on low area cost, low power consumption while still providing enough bins for high-throughput CABAC. On the average, the proposed design can process upto 3.5 residual syntax elements (SEs) per clock cycle at the maximum frequency of 500 MHz with an area cost of 9.45 Kgates (6.41 Kgates for the binarizer core) and power consumption of 0.239 mW (0.184 mW for the binarizer core) with NanGate 45 nm technology. It shows that our proposal achieved a high overhead-efficiency of 1.293 Mbins/Kgate/mW, much better than the other related high performance designs. In addition, our design also achieved a high power-efficiency of 8288 Mbins/mW; this is important factor for handheld applications.",193,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
2117,2459,AXI-NoC: High-Performance Adaptation Unit for ARM Processors in Network-on-Chip Architectures,"The increasing demand on scalability and reusability of system-on-chip design as well as the decoupling between computation and communication has motivated the growth of the Network-on-Chip (NoC) paradigm in the last decade. In NoC-based systems, the computational resources (ie IPs) communicate with each other using a network infrastructure. Many works have focused on the development of NoC architectures and routing mechanisms, while the interfacing between network and associated IPs also needs to be considered. In this paper, we present a novel efficient AXI (AMBA eXtensible Interface) compliant network adapter for NoC architectures, which is named an AXI-NoC adapter. The proposed network adapter achieves high communication throughput of 20.8 Gbits/s and consumes 4.14 mW at the operating frequency of 650 MHz. It has a low area footprint (952 gates, approximate to 2, 793 µm2 with CMOS 45 nm technology) thanks to its effective hybrid micro-architectures and with zero latency thanks to the proposed mux-selection method.",193,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
2118,2460,Reducing temporal redundancy in MJPEG using Zipfian estimation techniques,"Motion JPEG simply compresses each frame in a video sequence using JPEG still image compression standard. This video codec satisfies power consumption and real-time properties of embedded systems while having very low complexity. However, the downside is its inefficiency in reducing the bit-rate because there are still redundancies between encoded frames. In this paper, we focus on reducing temporal redundancies in MJPEG using a motion detection algorithm, called Zipfian estimation. The Zipfian estimation helps MJPEG extract separately the moving blocks and the stationary blocks then removes temporal redundancies by minimizing encoded bit-stream of stationary blocks and encoding only the residuals of the moving blocks between adjacent frames. Experimental results show that the proposed method can provide twice compression ratio as much as the conventional MJPEG, and an approximate …",193,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
2119,2461,A Lightweight AEAD encryption core to secure IoT applications,"The Internet of Things (IoT) with the advancements of many technologies opens a wide range of new applications such as smart appliances, smart cities and smart grids. Despite its popularity and usability, it also creates a new attack surface for the hackers especially on highly constrained devices which have limited memory footprints and processing power. These constrained devices often use Authenticated Encryption with Associated Data (AEAD) to secure data stored in the devices and transmitted over the network. In this work, we design a lightweight data encryption core in hardware with the support for AEAD to secure IoT applications on highly constrained devices. The design achieves a low area cost with only 23kGEs in TSMC 65nm technology and an encryption throughput of 123Mbps at 60MHz.",193,1,based using model data search vietnamese optimization mobile system approach learning algorithm recognition problem path 
2120,2462,An Efficient Event-driven Neuromorphic Architecture for Deep Spiking Neural Networks,"Deep Neural Networks (DNNs) have been successfully applied to various real-world machine learning applications. However, performing large DNN inference tasks in real-time remains a challenge due to its substantial computational costs. Recently, Spiking Neural Networks (SNNs) have emerged as an alternative way of processing DNN'fs task. Due to its eventbased, data-driven computation, SNN reduces both inference latency and complexity. With efficient conversion methods from traditional DNN, SNN exhibits similar accuracy, while leveraging many state-of-the-art network models and training methods. In this work, an efficient neuromorphic hardware architecture for image recognition task is presented. To preserve accuracy, the analog-to-spiking conversion algorithm is adopted. The system aims to minimize hardware area cost and power consumption, enabling neuromorphic hardware processing in edge devices …",193,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
2121,2463,Accurate and low complex cell histogram generation by bypass the gradient of pixel computation,"Histogram of Oriented Gradient (HOG) is a popular feature description for the purpose of object detection. However, HOG algorithm requires a high performance system because of its complex operation set. In HOG algorithm, the cell histogram generation is one of the most complex part, it uses inverse tangent, square, square root, floating point multiplication. In this paper, we propose an accurate and low complex cell histogram generation by bypass the gradient of pixel computation. It employs the bin's boundary angle method to determine the two quantized angles. However, instead of choosing an approximate value of tan, the nearest greater and the nearest smaller of each tan value from the ratios between pixel's derivative in y and x direction are used. The magnitudes of two bins are the solutions of a system of two equations, which represents the equality of the gradient of a pixel and its two bins in both vertical …",193,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
2122,2464,An Overview of H. 264 Hardware Encoder Architectures Including Low-Power Features,"H.264 is the most popular video coding standard with high potent coding performance. For its efficiency, the H.264 is expected to encode real-time and/or high-definition video. However, the H.264 standard also requires highly complex and long lasting computation. To overcome these difficulties, many efforts have been deployed to increase encoding speed. Besides, with the revolution of portable devices, multimedia chips for mobile environments are more and more developed. Thus, power-oriented design for H.264 video encoders is currently a tremendous challenge. This paper discusses these trends and presents an overview of the state of the art on power features for different H.264 hardware encoding architectures. We also propose the VENGME's design, a particular hardware architecture of H.264 encoder that enables applying low-power techniques and developing power-aware ability. This low power encoder is a four-stage architecture with memory access reduction, in which, each module has been optimized. The actual total power consumption, estimated at Register-Transfer-Level (RTL), is only 19.1mW.",193,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
2123,2465,Reducing Bitrate and Increasing the Quality of Inter Frame by Avoiding Quantization Errors in Stationary Blocks,"In image compression and video coding, quantization error helps to reduce the amount of information of the high frequency components. However, in temporal prediction the quantization error contributes its value as noise in the total residual information. Therefore, the residual signal of the inter-picture prediction is greater than the expected one and always differs zero value even input video contains only homogeneous frames. In this paper, we reveal negative effects of quantization errors in inter prediction and propose a video encoding scheme which is able to avoid side effects of quantization errors in the stationary parts. We propose to implement a motion detection algorithm as the first stage of video encoding to separate the video into two parts: motion and static. The motion information allows us to force residual data of non-changed part to zero and keep the residual signal of motion regularly. Beside, we design block-based filters which improve motion results and filter those results fit into block encode size well. Fixed residual data of static information permits us to pre-calculate its quantized coefficient and create a bypass encoding path for it. Experimental results with the JPEG compression (MJPEG-DPCM) showed that the proposed method produces lower bitrate than the conventional MJPEG-DPCM at the same quantization parameter and a lower computational complexity.",193,1,based using model data search vietnamese optimization mobile system approach learning algorithm recognition problem path 
2124,2466,An innovative lightweight cryptography system for Internet-of-Things ULP applications,"The Internet of Things (IoT) has been fostered by accelerated advancements in communication technologies, computation technologies,sensor technologies, artificial intelligence, cloud computing, and semiconductor technologies. In general, IoT contains cloud computing to do data processing, communication infrastructure including the Internet, and sensor nodes which can collect data, send them through the network infrastructure to the Internet, and receive controls to react to the environment. During its operations, IoT may collect, transmit and process secret data, which raise security problems. Implementing security mechanisms for IoT is challenging because IoT organizations include millions of devices integrated at multiple layers, whereas each layer has different computation capabilities and security requirements. Furthermore, sensor nodes in IoT are intended to be battery-based constrained devices with limited power budget, limited computation, and limited memory footprint to reduce costs. Implementing security mechanisms on these devices even encounters more challenges. This work is therefore motivated to focus on implementing data encryption to protect IoT sensor nodes and systems with the consideration of hardware cost, throughput and power/energy consumption. To begin with, a ultra-low-power block cipher crypto-accelerator with configurable parameters is proposed and implemented in ST 28nm FDSOI technology in SNACk test chip with two cryptography modules: AES and PRESENT. AES is a widely used data encryption algorithm for the Internet and currently used for new IoT proposals, while PRESENT is a lightweight …",193,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
2125,2467,Low Cost Inter-prediction Architecture in H. 264/AVC Encoders with an Efficient Data Reuse Strategy,"Advances in Engineering Research. Volume 40 first presents the characteristics of the laser-plasma extreme ultraviolet radiation from solid rare gas targets composed of Xe, Kr and Ar, along with the performances of the radiation sources developed using these targets. Following this, the authors consider the most important issues related to creating a universal system of adaptive applications for use in the Internet of Things and Internet of People systems. Previous techniques and recent advances in circuit techniques are reviewed, and a comparison of the reported techniques in the context of low-pass continuous-time Delta-Sigma modulators is presented. A comprehensive overview of the properties of aggregates used on roads is provided, particularly focusing on their influence on the mechanical and skid resistance of road surfaces. An analytical approach that allows for a rough prediction of the of the acoustic parameters of road surface is also presented. The attenuation depends on frequency, propagation distance, angle of incidence and geometric configuration of sources and sensors. Due to computation complexity, the VLSI implementation of Inter-Prediction in the H.264/Advanced Video Coding imposes latency, memory bandwidth, and area cost challenges. To tackle these obstacles, the authors discuss a design methodology which exploits the relationship between the main processes in inter-prediction to enhance the performance while keeping an affordable design cost. The penultimate study focuses on the way we can interpret linguistic algebra to understand and reverse translation formulas’ linguistic algebra into natural language …",193,0,based using model data vietnamese search optimization algorithm mobile routing problem system recognition learning approach 
2126,2469,Author profiling for English emails,"This paper reports on some aspects of a project aimed at automating the analysis of texts for the purpose of author profiling and identification. The complete analysis provides probabilities for the author’s basic demographic traits (gender, age, geographic origin, level of education and native language) as well as for five psychometric traits. We describe the email data which was collected for the project, the ways this data is processed and analysed, and the experimental setup used for classification with the Text Attribution Tool (TAT) before presenting our results for the demographic and psychometric traits using English email. Results are very promising for all ten traits examined.",194,6,using based search vietnamese model mobile data optimization system approach recognition knowledge problem networks method 
2127,2470,Omnidirectional locomotion for quadruped robots,"Competing at the RoboCup 2000 Sony legged robot league, the UNSW team won both the challenge competition and all their soccer matches, emerging the outright winners for this league against eleven other international teams. The main advantage that the UNSW team had was speed. A major contributor to the speed was a novel omnidirectional locomotion method developed for the quadruped Sony ERS-110 robot used in the competition. It is believed to be the fastest walk style known for this type of robot. In this paper we describe the parameterised omnidirectional walk in detail. The walk also made a positive contribution to other robot tasks such as ball tracking and localisation while playing soccer. The authors believe that this omnidirectional locomotion could be applied more generally in other legged robots.",194,9,recognition algorithm routing network detection networks using search multiple problem machine prediction fast software power 
2128,2471,A review of unmet needs in obesity management,"The prevalence of obesity continues to escalate in the USA; however, there is no consensus regarding the optimal therapy for obesity. For the vast majority of severely obese patients, conventional medical therapies (i.e., diet, exercise, behavioral counseling) often fail over the long term. Existing pharmacotherapy adjunctive to behavioral therapy has limited effectiveness and an imperfect safety record. In contrast, bariatric surgery has a high degree of weight loss efficacy, yet only a small fraction of the qualifying obese population undergoes these procedures because of the associated perioperative risks and potential late complications. In addition, the role of bariatric surgery is unclear in certain patient populations, such as patients with lower body mass index (BMI, 30–35 kg/m2), the high-risk super-super obese patients (BMI > 60), the morbidly obese adolescent, and obese patients requiring weight …",194,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
2129,2472,JAIST: Combining multiple features for answer selection in community question answering,"In this paper, we describe our system for SemEval-2015 Task 3: Answer Selection in Community Question Answering. In this task, the systems are required to identify the good or potentially good answers from the answer thread in Community Question Answering collections. Our system combines 16 features belong to 5 groups to predict answer quality. Our final model achieves the best result in subtask A for English, both in accuracy and F1-score.",194,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
2130,2473,A new approach for scientific citation classification using cue phrases,"This paper introduces a new method for the rapid development of complex rule bases involving cue phrases for the purpose of classifying text segments. The method is based on Ripple-Down Rules, a knowledge acquisition method that proved very successful in practice for building medical expert systems and does not require a knowledge engineer. We implemented our system KAFTAN and demonstrate the applicability of our method to the task of classifying scientific citations. Building cue phrase rules in KAFTAN is easy and efficient. We demonstrate the effectiveness of our approach by presenting experimental results where our resulting classifier clearly outperforms previously built classifiers in the recent literature.",194,2,based using model data vietnamese search algorithm optimization mobile problem routing recognition system approach learning 
2131,2474,RDRPOSTagger: A ripple down rules-based part-of-speech tagger,"This paper describes our robust, easyto-use and language independent toolkit namely RDRPOSTagger which employs an error-driven approach to automatically construct a Single Classification Ripple Down Rules tree of transformation rules for POS tagging task. During the demonstration session, we will run the tagger on data sets in 15 different languages.",194,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
2132,2475,Tat: an author profiling tool with application to arabic emails,"This paper reports on the application of the Text Attribution Tool (TAT) to profiling the authors of Arabic emails. The TAT system has been developed for the purpose of language-independent author profiling and has now been trained on two email corpora, English and Arabic. We describe the overall TAT system and the Machine Learning experiments resulting in classifiers for the different author traits. Predictions for demographic and psychometric author traits show improvements over the baseline for some of the author traits with both the English and the Arabic data. Arabic presents particular challenges for NLP and this paper describes more specifically the text processing components developed to handle Arabic emails.",194,11,based using model data vietnamese search optimization problem mobile routing recognition system algorithm approach multiple 
2133,2476,A robust transformation-based learning approach using ripple down rules for part-of-speech tagging,"In this paper, we propose a new approach to construct a system of transformation rules for the Part-of-Speech (POS) tagging task. Our approach is based on an incremental knowledge acquisition method where rules are stored in an exception structure and new rules are only added to correct the errors of existing rules; thus allowing systematic control of the interaction between the rules. Experimental results on 13 languages show that our approach is fast in terms of training time and tagging speed. Furthermore, our approach obtains very competitive accuracy in comparison to state-of-the-art POS and morphological taggers.",194,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
2134,2477,Document processor and associated method,"A computer implemented method of processing a digitally encoded document having a text composed by an author by using a processor to analyse the segmentation, punctuation and linguistics of text and storing the results in a digitally accessible format. Author traits are then predicted using a machine learning system based on the results of the segmentation, punctuation and linguistics analysis of the text.",194,0,based using model data vietnamese search optimization algorithm mobile routing problem system recognition learning approach 
2135,2479,Author profiling for Vietnamese blogs,"This paper presents the first work in the task of author profiling for Vietnamese blogs. This task is important in threat identification and marketing intelligence. We have developed a Vietnamese Blog Profiling framework to automatically predict age, gender, geographic origin and occupation of weblogs' authors purely based on language use. The experiments on the blogs corpus we collected show very promising results with accuracy of around 80% across all traits.",194,7,based using model vietnamese data system algorithm search mobile problem optimization recognition routing networks analysis 
2136,2480,A hybrid approach to vietnamese word segmentation using part of speech tags,"Word segmentation is one of the most important tasks in NLP. This task, within Vietnamese language and its own features, faces some challenges, especially in words boundary determination. To tackle the task of Vietnamese word segmentation, in this paper, we propose the WS4VN system that uses a new approach based on Maximum matching algorithm combining with stochastic models using part-of-speech information. The approach can resolve word ambiguity and choose the best segmentation for each input sentence. Our system gives a promising result with an F-measure of 97%, higher than the results of existing publicly available Vietnamese word segmentation systems.",194,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
2137,2481,Sentiment analysis for Vietnamese,"Sentiment analysis is one of the most important tasks in Natural Language Processing. Research in sentiment analysis for Vietnamese is relatively new and most of current work only focus in document level. In this paper, we address this problem at the sentence level and build a rule-based system using the Gate framework. Experimental results on a corpus of computer products reviews are very promising. To the best of our knowledge, this is the first work that analyzes sentiment at sentence level in Vietnamese.",194,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
2138,2482,From treebank conversion to automatic dependency parsing for Vietnamese,"This paper presents a new conversion method to automatically transform a constituent-based Vietnamese Treebank into dependency trees. On a dependency Treebank created according to our new approach, we examine two state-of-the-art dependency parsers: the MSTParser and the MaltParser. Experiments show that the MSTParser outperforms the MaltParser. To the best of our knowledge, we report the highest performances published to date in the task of dependency parsing for Vietnamese. Particularly, on gold standard POS tags, we get an unlabeled attachment score of 79.08% and a labeled attachment score of 71.66%.",194,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
2139,2483,Bioactive compounds in anti-diabetic plants: From herbal medicine to modern drug discovery,"Natural products, including organisms (plants, animals, or microorganisms) have been shown to possess health benefits for animals and humans. According to the estimation of the World Health Organization, in developing countries, 80% of the population has still depended on traditional medicines or folk medicines which are mostly prepared from the plant for prevention or treatment diseases. Traditional medicine from plant extracts has proved to be more affordable, clinically effective and relatively less adverse effects than modern drugs. Literature shows that the attention on the application of phytochemical constituents of medicinal plants in the pharmaceutical industry has increased significantly. Plant-derived secondary metabolites are small molecules or macromolecules biosynthesized in plants including steroids, alkaloids, phenolic, lignans, carbohydrates and glycosides, etc. that possess a diversity of biological properties beneficial to humans, such as their antiallergic, anticancer, antimicrobial, anti-inflammatory, antidiabetic and antioxidant activities Diabetes mellitus is a chronic disease result of metabolic disorders in pancreas β-cells that have hyperglycemia. Hyperglycemia can be caused by a deficiency of insulin production by pancreatic (Type 1 diabetes mellitus) or insufficiency of insulin production in the face of insulin resistance (Type 2 diabetes mellitus). The current medications of diabetes mellitus focus on controlling and lowering blood glucose levels in the vessel to a normal level. However, most modern drugs have many side effects causing some serious medical problems during a period of treating. Therefore, traditional …",194,6,using based search vietnamese model mobile data optimization system approach recognition knowledge problem networks method 
2140,2484,Sentiment classification on polarity reviews: an empirical study using rating-based features,"We present a new feature type named rating-based feature and evaluate the contribution of this feature to the task of document-level sentiment analysis. We achieve state-of-the-art results on two publicly available standard polarity movie datasets: on the dataset consisting of 2000 reviews produced by Pang and Lee (2004) we obtain an accuracy of 91.6% while it is 89.87% evaluated on the dataset of 50000 reviews created by Maas et al. (2011). We also get a performance at 93.24% on our own dataset consisting of 233600 movie reviews, and we aim to share this dataset for further research in sentiment polarity analysis task.",194,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
2141,2485,A vietnamese question answering system,"Question answering systems aim to produce exact answers to users' questions instead of a list of related documents as used by current search engines. In this paper, we propose an ontology-based Vietnamese question answering system that allows users to express their questions in natural language. To the best of our knowledge, this is the first attempt to enable users to query an ontological knowledge base using Vietnamese natural language. Experiments of our system on an organizational ontology show promising results.",194,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
2142,2486,Email document parsing method and apparatus,"A preferred example of the process flow of the inventive method (1) is depicted in FIG. 1). The first step (2) of the method (1) is to import an email document (3) to be parsed. In the preprocessing step (10) the email (3) is processed to determine the presence of any header text (5)(excluding any header text that may be within the embedded reply chain) or attachments 4, including attached email documents, if any. Once the header text (5), attachments (4) or other forwarded materials have been identified in the preprocessing step (10), these components of the email (3) are categorized by the computer (51) as non-author composed text. Next the process flow of the parsing computer (51) moves to the step of normalization (11). This entails processing the email document (3) to ascertain whether it is in a preferred format and, if the email document (3) is not in the preferred format, converting at least some of the …",194,13,based using model data vietnamese search optimization algorithm problem recognition routing system mobile approach learning 
2143,2487,Email document parsing method and apparatus,"A preferred example of the process flow of the inventive method (1) is depicted in FIG. 1). The first step (2) of the method (1) is to import an email document (3) to be parsed. In the preprocessing step (10) the email (3) is processed to determine the presence of any header text (5)(excluding any header text that may be within the embedded reply chain) or attachments 4, including attached email documents, if any. Once the header text (5), attachments (4) or other forwarded materials have been identified in the preprocessing step (10), these components of the email (3) are categorized by the computer (51) as non-author composed text. Next the process flow of the parsing computer (51) moves to the step of normalization (11). This entails processing the email document (3) to ascertain whether it is in a preferred format and, if the email document (3) is not in the preferred format, converting at least some of the …",194,13,based using model data vietnamese search optimization algorithm problem recognition routing system mobile approach learning 
2144,2488,Email document parsing method and apparatus,"A preferred example of the process flow of the inventive method (1) is depicted in FIG. 1). The first step (2) of the method (1) is to import an email document (3) to be parsed. In the preprocessing step (10) the email (3) is processed to determine the presence of any header text (5)(excluding any header text that may be within the embedded reply chain) or attachments 4, including attached email documents, if any. Once the header text (5), attachments (4) or other forwarded materials have been identified in the preprocessing step (10), these components of the email (3) are categorized by the computer (51) as non-author composed text. Next the process flow of the parsing computer (51) moves to the step of normalization (11). This entails processing the email document (3) to ascertain whether it is in a preferred format and, if the email document (3) is not in the preferred format, converting at least some of the …",194,13,based using model data vietnamese search optimization algorithm problem recognition routing system mobile approach learning 
2145,2489,Constructing a Bayesian belief network to generate learning path in adaptive hypermedia system.,"There are many methods and techniques which have been promoted to develop adaptive hypermedia systems [1]. Our model approach [2], generating adaptive courses based on learner’s profile which learner’s includes background, skills, style... etc. One of important steps in our model is to generate learning path adaptive for each learner. In this paper, we promote an algorithm based on shortest path search algorithm to evaluate learning object (LO) based on its attributes [3] and constructed a Bayesian Belief Network (BBN) to generate learning path for each learner.",195,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
2146,2490,Collaborative learning model for cyberattack detection systems in iot industry 4.0,"Although the development of IoT Industry 4.0 has brought breakthrough achievements in many sectors, e.g., manufacturing, healthcare, and agriculture, it also raises many security issues to human beings due to a huge of emerging cybersecurity threats recently. In this paper, we propose a novel collaborative learning-based intrusion detection system which can be efficiently implemented in IoT Industry 4.0. In the system under consideration, we develop smart “filters” which can be deployed at the IoT gateways to promptly detect and prevent cyberattacks. In particular, each filter uses the collected data in its network to train its cyberattack detection model based on the deep learning algorithm. After that, the trained model will be shared with other IoT gateways to improve the accuracy in detecting intrusions in the whole system. In this way, not only the detection accuracy is improved, but our proposed system also can …",195,2,based using model data vietnamese search algorithm optimization mobile problem routing recognition system approach learning 
2147,2491,On domain driven design using annotation-based domain specific language,"The aim of object-oriented domain-driven design (DDD) is to iteratively develop software around a realistic domain model. Recent work in DDD use an annotation-based extension of object-oriented programming language to build the domain model. This model becomes the basis for a ubiquitous language and is used as input to generate software. However, the annotation-based extensions of these work do not adequately address the primitive and essential structural and behavioural modelling requirements of practical software. Further, they do not precisely characterise the software that is generated from the domain model. In this paper, we propose a DSL-based DDD method to address these limitations. We make four contributions:  (1) an annotation-based domain-specific language (DSL) named DCSL, whose annotation extension expresses a set of essential structural constraints and the essential behaviour …",195,2,based using model data vietnamese search algorithm optimization mobile problem routing recognition system approach learning 
2148,2492,Analyzing RBAC security policy of implementation using AST,"Security policy is a critical property in software applications which require high levels of safety and security. It has to be clearly specified in requirement documents and its implementation must be conformed to the specification. In this paper, we propose an approach to check if the implementation is in accordance with its security policy specification. We use the abstract syntax tree (AST), another manner of expressing the program, to analyze the source code and specify user permission policy in software systems by role-based access control (RBAC).",195,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
2149,2493,Developing adaptive hypermedia system based on learning design level B with rules for adaptive learning activities,"For recently years the research of adaptation of computer education has been an important topic. Although Adaptive Educational Hypermedia Systems (AEHS) are different disciplines with IMS Learning Design (IMS LD), they have the same goal is to create the best possible environment for a learner to perform his/her learning activities in. How IMS LD addresses many requirements for computer based adaptation and personalized e-Leaming is one of ửie main concerns for researcher in this field. This paper represents an approach to learning design for adaptive learning system for adaptation of learning activities. Consữiicting set of rules for learning activities adaptation represented in first order logic, and mapping them into IMS LD specification. In addition, an adaptive course of Computer science domain in online context is implemented using IMS LD design.",195,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
2150,2494,Domain-driven design using meta-attributes: a DSL-based approach,"Applying object-oriented domain-driven design in practice requires bridging the gaps that exist among the perceived domain class models of the key stakeholders involved. In this paper, we propose a domain-driven design method that uses meta-attributes with an aim to fill these gaps. Our method extends and generalises a previous work to use meta-attributes to build the domain class model. The meta-attributes are designed to not only make it easier for the designer and domain expert to collaboratively capture the domain-specific requirements in the model, but to ease the translation of the model to design specification. This specification is written in an object-oriented, internal DSL. To increase productivity, we define a generator function that realises the meta-mapping between the state and behaviour spaces of a domain class to automatically generate its behavioural specification. We demonstrate our method …",195,8,based using model vietnamese data algorithm search optimization mobile system learning problem recognition routing approach 
2151,2496,Domain-driven design patterns: A metadata-based approach,"Design pattern is the most common form of object oriented software reuse. In object oriented domain driven design, a number of high-level patterns have been identified and applied for over a decade. However, no concrete design patterns for domain modeling in this method have been published in the literature. A primary challenge in defining these design patterns is how to express their form in a way that eases their application to a specific domain that uses a specific object oriented programming platform. In this work, we propose a set of concrete design patterns, whose form is expressed in a domain class modeling language (DCML). DCML is based on UML and uses implementation-aware meta-attributes to define design metadata. We extend this language with new meta-attributes to support the proposed design patterns. Further, we discuss how domain-specific examples of these patterns are translated to …",195,2,based using model data vietnamese search algorithm optimization mobile problem routing recognition system approach learning 
2152,2497,A Method for Automated Test Data Generation from Sequence Diagrams and Object Constraint Language,"This paper proposes an automated test data generation method from the information embedded in model elements such as Unified Modeling Language (UML) sequence diagrams, class diagrams, and Object Constraint Language (OCL). The method supports UML 2.0 sequence diagrams including eight kinds of combined fragments describing control flow of systems. Comparing with some approaches by using depth first search (DFS) or breadth first search (BFS) algorithms, the proposed method generates all possible test scenarios with the higher error uncover capability. Test data for testing loop fragment is also generated. Therefore, it helps to detect errors in testing loops and the concurrency errors such as safety and liveness property of the systems.",195,0,based using model data vietnamese search optimization algorithm mobile routing problem system recognition learning approach 
2153,2498,Checking interface interaction protocols using aspect-oriented programming,"We propose an approach based on aspect-oriented programming to specify and to verify interaction protocols in the component interfaces of Java programs. First, based on method patterns of AspectJ we introduce a simple protocol specification language that specifies temporal orders of operations of an interface. We then develop an algorithm that takes a protocol specification and produces aspect code that will check for protocol conformance of programs that use the interface at runtime. Finally, we propose several extensions that enable the integration of our approach with static techniques and allow checking protocols over multiple components.",195,12,based using model search data vietnamese optimization recognition approach mobile problem path routing learning system 
2154,2500,On optimization of minimized assumption generation method for component-based software verification,"The minimized assumption generation has been recognized as an important improvement of the assume-guarantee verification method in order to generate minimal assumptions. The generated minimal assumptions can be used to recheck the whole component-based software at a lower computational cost. The method is not only fitted to component-based software but also has a potential to solve the state space explosion problem in model checking. However, the computational cost for generating the minimal assumption is very high so the method is difficult to be applied in practice. This paper presents an optimization as a continuous work of the minimized assumption generation method in order to reduce the complexity of the method. The key idea of this method is to find a smaller assumption in a sub-tree of the search tree containing the candidate assumptions using the depth-limited search strategy. With this …",195,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
2155,2501,An improvement of minimized assumption generation method for component-based software verification,"The minimized assumption generation has been recognized as an improved method of the assume-guarantee verification for generating minimal assumptions. This method is not only fitted to component-based software but also has a potential to solve the state space explosion problem in model checking. However, the computational cost for generating the minimal assumption is very high so the method is difficult to be applied in practice. This paper presents an optimization as a continuous work of the minimized assumption generation method in order to reduce the complexity of the method. The key idea of this method is to find a smaller assumption in a sub-tree of the search tree containing the candidate assumptions using the depth-limited search strategy. With this approach, the improved method can generate smaller assumptions with a lower computational cost and consumption memory than the minimized …",195,13,based using model data vietnamese search optimization algorithm problem recognition routing system mobile approach learning 
